key,language_key,name
MD-AN,hy,Անենի Նոյ
MD-BA,hy,Բելցի
MD-BD,hy,\N
MD-BR,hy,Բրիչենի
MD-BS,hy,Բասարաբեասկա
MD-CA,hy,Ռայոնուլ Կահուլ
MD-CL,hy,Ռայոնուլ Կալարասի
MD-CM,hy,Ցիմիսլիա
MD-CR,hy,Ծրիուլենի
MD-CS,hy,Ռայոնուլ Կաուզենի
MD-CT,hy,Կանտեմիր
MD-CU,hy,Քիշինև
MD-DO,hy,Դոնդուսենի
MD-DR,hy,Ռայոնուլ Դրոխիա
MD-DU,hy,Ռայոնուլ Դուբասարի
MD-ED,hy,Ռայոնուլ Էդինեթ
MD-FA,hy,Ֆալեստի
MD-FL,hy,Ֆլորեստսկի շրջան
MD-GA,hy,Գագաուզիյա
MD-GL,hy,Գլոդենի
MD-HI,hy,Հնչեշտի շրջան
MD-IA,hy,Իալովենին
MD-LE,hy,Լեովա
MD-NI,hy,Նիսպորենի
MD-OC,hy,\N
MD-OR,hy,Օրգեևի շրջան
MD-RE,hy,Ռեզինա
MD-RI,hy,Ռիսկանի
MD-SD,hy,Սոլդանեստի
MD-SI,hy,Սինգերեյ
MD-SN,hy,Դնեստրի ձախ ափի վարչատարածքային միավորներ
MD-SO,hy,Սորոկի շրջան
MD-ST,hy,Ռայոնուլ Ստրասենի
MD-SV,hy,Ռայոնուլ Ստեֆան Վոդա
MD-TA,hy,Տարակլիա
MD-TE,hy,Տելենեստի
MD-UN,hy,Ռայոնուլ Ունգենի
