key,language_key,name
MV-00,aa,Gabbi Qaxih Ari Atoll
MV-01,aa,Addu Atoolu
MV-02,aa,Qaliifu Atolhu
MV-03,aa,Lhaviyaani Atolhu
MV-04,aa,Vaavu Atoolhu
MV-05,aa,Laamu Atoolhu
MV-07,aa,Haa Qaliifu Atholhu
MV-08,aa,Taa Atolhu
MV-12,aa,Meemu Atoolhu
MV-13,aa,Raa Atoolhu
MV-14,aa,Faafu Atoolhu
MV-17,aa,Dhaalu Atoolhu
MV-20,aa,Baa Atoolhu
MV-23,aa,Haa Dhaalu Atoolhu
MV-24,aa,Shaviyaani Atholhu
MV-25,aa,Noonu Atoolu
MV-26,aa,Kaafu Atool
MV-27,aa,Gaafu Qaliifu Atolcu
MV-28,aa,Gaafu Dhaalu Atholhu
MV-29,aa,Ganaviyaani Atool
MV-MLE,aa,male
