key,language_key,name
IR-00,mt,Provinċja ta’ Markazi
IR-01,mt,Provinċja ta’ Gilan
IR-02,mt,Provinċja ta’ Mazandaran
IR-03,mt,Provinċja tal-Lvant tal-Ażerbajġan
IR-04,mt,Provinċja tal-Punent tal-Ażerbajġan
IR-05,mt,Provinċja ta’ Kermanshah
IR-06,mt,Provinċja tal-Khuzestan
IR-07,mt,Provinċja ta’ Fars
IR-08,mt,Provinċja ta' Kerman
IR-09,mt,Provinċja ta' Razavi Khorasan
IR-10,mt,Provinċja ta' Isfahan
IR-11,mt,Provinċja ta' Sistan u Baluchestan
IR-12,mt,Provinċja tal-Kurdistan
IR-13,mt,Provinċja ta' Hamadan
IR-14,mt,Chaharmahal u l-Provinċja ta’ Bakhtiari
IR-15,mt,Provinċja ta' Lorestan
IR-16,mt,Ilam Provinċja
IR-17,mt,Kohgiluyeh u Boyer-Ahmad Province
IR-18,mt,Provinċja ta’ Bushehr
IR-19,mt,Provinċja ta' Zanjan
IR-20,mt,Provinċja ta’ Semnan
IR-21,mt,Provinċja ta' Yazd
IR-22,mt,Provinċja ta' Hormozgan
IR-23,mt,Provinċja ta’ Tehran
IR-24,mt,Provinċja ta' Ardabil
IR-25,mt,Provinċja ta’ Ħal Qom
IR-26,mt,Provinċja tal-Qazvin
IR-27,mt,Provinċja ta' Golestan
IR-28,mt,Provinċja ta' Khorasan tat-Tramuntana
IR-29,mt,Provinċja tan-Nofsinhar tal-Khorasan
IR-30,mt,Provinċja ta' Alborz
