id,city_id,language_key,name
265582011,3449118,am,ስራኪ
265582242,3449121,am,ማርዲያ
265582319,3449122,am,ቡርሻ ኦዋንጎ
265582396,3449123,am,ዝዋቦ
265582473,3449124,am,ዝዋቦ
265583474,3449137,am,ዙሩ
265583705,3449140,am,ዙርሚ
265584783,3449154,am,ዙንገሩ
265586477,3449176,am,ዙጉም
265587324,3449187,am,ዙጉ
265587863,3449194,am,ዙፋዋ
265587940,3449195,am,ዙዴይ
265588787,3449206,am,ዞንክዋ
265588941,3449208,am,ዞንጎን ኮንቢ ጃውሮ ሹአይቡ
265589249,3449212,am,ዞንጎማ ኪያሪ
265589557,3449216,am,ዞንጎ
265589711,3449218,am,ዞንጌ
265589788,3449219,am,ዞንቢ
265591944,3449247,am,ዚንግ
265593946,3449273,am,ዘንጋም
265595255,3449290,am,ዘዳዋ
265595486,3449293,am,ዘቢር
265595871,3449298,am,ዛዛጋ
265596333,3449304,am,ዛዋ
265596795,3449310,am,ዛውሬ
265597103,3449314,am,ዛሺር
265597257,3449316,am,ዛሩማ
265597488,3449319,am,ዛርካማ
265597796,3449323,am,ዛሪያ
265597873,3449324,am,ዛሪ
265598566,3449333,am,ዛራንዳ
265599028,3449339,am,ዛራማ
265599105,3449340,am,ዘራኪ
265599259,3449342,am,ዛራጊ
265599413,3449344,am,ዛራ
265599875,3449350,am,ዛንቆሮ
265599952,3449351,am,ዛንኮ
265601184,3449367,am,ዛንጎ
265603186,3449393,am,ዛናካ
265605650,3449425,am,ዛላንጋ
265605804,3449427,am,ዛኪ
265606266,3449433,am,ዘኮዋን
265606420,3449435,am,ዛኪራይ
265606574,3449437,am,ዛኪ ቢአም
265608114,3449457,am,ዛጋና
265608422,3449461,am,ዛጋይና
265608576,3449463,am,ዛጋቡቱ
265608884,3449467,am,ዛጋ
265609115,3449470,am,ዛዳዋ
265609500,3449475,am,ዛቡ
265609577,3449476,am,ዛቢን ዛሪያ
265609654,3449477,am,ዛቢ
265609808,3449479,am,ዛዶ
265610424,3449487,am,ይዋንቤ
265610732,3449491,am,ዩሱፍራሪ
265610886,3449493,am,ዩሳ ሀቤ
265611425,3449500,am,ዩምጋ
265611579,3449502,am,ዩማሉ
265611733,3449504,am,ዩሊ
265611810,3449505,am,ዩክዋ
265611887,3449506,am,ዩኮ ፃቺያ
265612118,3449509,am,ዩባ
265612272,3449511,am,ዩአ
265612657,3449516,am,ያንተ
265612811,3449518,am,ወጣት ከተማ
265612888,3449519,am,ወጣት
265613042,3449521,am,ወጣት
265613658,3449529,am,ዮንኮ
265614197,3449536,am,ዮንጎ
265616276,3449563,am,ዮላ
265620203,3449614,am,የርማር ጋና
265621358,3449629,am,ዬናጓ
265622590,3449645,am,ዬልዋ
265622744,3449647,am,ዬልዋ
265623052,3449651,am,ዬልዋ
265623283,3449654,am,ዬልዋ
265624361,3449668,am,ዬልዋ
265626517,3449696,am,ዬቡ
265626902,3449701,am,ያቤል
265627595,3449710,am,ያዉ
265627672,3449711,am,ያዌ
265628365,3449720,am,ያንጎ
265629289,3449732,am,ያሺኪራ
265629982,3449741,am,ያሪያሳ-ታ-ያማ
265630444,3449747,am,ያሮግዬ
265630598,3449749,am,ያየር ካሮ
265631830,3449765,am,ያርጉኑ
265631984,3449767,am,ያርጊዲ
265632600,3449775,am,ያርዳ
265632754,3449777,am,ያርኪዳ
265633139,3449782,am,ያርባ
265633293,3449784,am,ያንዙል
265633986,3449793,am,ያን እለት
265634140,3449795,am,ያንጓ
265636219,3449822,am,ያንግ ፑዶኮ
265636373,3449824,am,ያንጎጂ
265637759,3449842,am,ያን ዱትሴ
265638144,3449847,am,ያንዴቭ
265638298,3449849,am,ያንዴ
265638452,3449851,am,ያን ዳዉራ
265638529,3449852,am,ያን ዳሞ
265638606,3449853,am,ያንዳ ኩሉስ
265638837,3449856,am,ያንዳ ባዮ
265639068,3449859,am,ያንቡኪ
265639145,3449860,am,ያንቢ-ኦኬ
265639915,3449870,am,ያምራት
265640993,3449884,am,ያማማ
265641686,3449893,am,ያልዋ
265643996,3449923,am,ያኩባ
265644535,3449930,am,ያኮ
265644766,3449933,am,ያኪላ
265644920,3449935,am,ያኬሩ
265644997,3449936,am,ያካዋዳ
265645074,3449937,am,ያካሴ
265645151,3449938,am,ያካሳ
265645228,3449939,am,ያካሳዋ
265645305,3449940,am,ያካሳይ
265645613,3449944,am,ያጂዋ
265645690,3449945,am,ያጂ
265645921,3449948,am,ያጃ
265646075,3449950,am,ያይድና
265646229,3449952,am,ያግዋራም
265646306,3449953,am,ያጉሩ
265646383,3449954,am,ያገባሪ
265647923,3449974,am,ያቦ
265649386,3449993,am,ዉዮ
265650772,3450011,am,ዉሺሺ
265652312,3450031,am,ዉሮ ያኮ
265652697,3450036,am,ዉሮ ዋዚሪ ጋዳዋ
265653313,3450044,am,ዉሮ ቱኩር
265654083,3450054,am,ዉሮ ታቦ
265654160,3450055,am,ዉሮ ሱዳኒ
265654314,3450057,am,ዉሮ ሺጂ
265654391,3450058,am,ወሮ ሼኩ
265654545,3450060,am,ወሮ ሳቤ
265654622,3450061,am,ዉሮ ሳንዮቤ
265654776,3450063,am,ዉሮ ሳኒ
265654853,3450064,am,ዉሮ ሳንዳ
265656316,3450083,am,ዉሮ ሞዲቦ ሳጆ
265657240,3450095,am,ዉሮ ማሰንገር
265658857,3450116,am,ዉሮ ላዋል
265659088,3450119,am,ዉሮ ላይንዴ
265660936,3450143,am,ወሮ ጃውሮ ቱኩር
265661013,3450144,am,ወሮ ጃውሮ ማጋንጋ
265661475,3450150,am,ዉሮ ጃውሮ ባርካ
265662014,3450157,am,ዉሮ ጃቶ
265662476,3450163,am,ዉሮ ጃታዉ
265662707,3450166,am,ዉሮጃን
265663015,3450170,am,ዉሮ ጃቢ
265663708,3450179,am,ዉሮ ሄሶ
265663785,3450180,am,ዉሮ ሄሶ
265664401,3450188,am,ዉሮ ሃማዋ
265665325,3450200,am,ዉሮ ጊዬ
265665479,3450202,am,ወሮ ጌራንጌሮ
265665787,3450206,am,ዉሮ ጋሬ
265666326,3450213,am,ዉሮ ፋቱሩ
265667250,3450225,am,ዉሮ ዶጎ
265667789,3450232,am,ዉሮ ድማ
265668174,3450237,am,ዉሮ ቡንዱ
265669560,3450255,am,ዉሮ ቦቦ
265670099,3450262,am,ወሮ ቤንቴሬ
265670253,3450264,am,ዉሮ ባዮ
265670330,3450265,am,ዉሮ-ባዮ
265670638,3450269,am,ዉሮ ባራ
265670869,3450272,am,ዉሮ ባካሪ
265671177,3450276,am,ዉሮ ባጃም
265671408,3450279,am,ወሮ ባባም
265671485,3450280,am,ወሮ ባባ
265671562,3450281,am,ዉሮ አርዶ ሪባዱ
265671639,3450282,am,ዉሮ አርዶ ናና።
265671716,3450283,am,ዉሮ-አርዶ-ኪያሪ
265671870,3450285,am,ዉሮ አልካሊ
265672101,3450288,am,ዉሮ አሊ
265673564,3450307,am,ዉርኖ
265677337,3450356,am,ዉካሪ
265677414,3450357,am,ዉጂ
265677568,3450359,am,ዉይዳ
265677953,3450364,am,ዉዲል
