key,language_key,name
KE-01,tg,Баринго
KE-02,tg,Шахристони Бомет
KE-03,tg,Шахристони Бунгома
KE-04,tg,Шахристони Бусия
KE-05,tg,Маракует Дистрицт
KE-06,tg,Ноҳияи Ембу
KE-07,tg,Ноҳияи Гарисса
KE-08,tg,Шахристони Хома Бей
KE-09,tg,Ноҳияи Исиоло
KE-10,tg,Шахристони Қажиадо
KE-11,tg,Ноҳияи Какамега
KE-12,tg,Ноҳияи Кериcho
KE-13,tg,Ноҳияи Киамбу
KE-14,tg,Ноҳияи Килифи
KE-15,tg,Ноҳияи Кириняга
KE-16,tg,Ноҳияи Кисии
KE-17,tg,Ноҳияи Кисуму
KE-18,tg,Ноҳияи Китуи
KE-19,tg,Ноҳияи Квале
KE-20,tg,Ноҳияи Лайкипиа
KE-21,tg,Ламу олд тоун
KE-22,tg,Шахристони Мачакос
KE-23,tg,Шахристони Макуени
KE-24,tg,Ноҳияи Мандера
KE-25,tg,Ноҳияи Марсабит
KE-26,tg,Ноҳияи Меру
KE-27,tg,Шахристони Мигори
KE-28,tg,Ноҳияи Момбаса
KE-29,tg,Муранга Цоунты
KE-30,tg,Ноҳияи Найроби
KE-31,tg,Шахристони Накуру
KE-32,tg,Нанди
KE-33,tg,Шахристони Нарок
KE-34,tg,Шахристони Ниамира
KE-35,tg,Шахристони Ниондаруо
KE-36,tg,Шахристони Ньери
KE-37,tg,Ноҳияи Самбуру
KE-38,tg,Ноҳияи Сияйа
KE-39,tg,Таита-Тавета Цоунты
KE-40,tg,Ноҳияи Дарёи Тана
KE-41,tg,Тхарака Нитхи Цоунты
KE-42,tg,Транс-Нзоиа цоунты
KE-43,tg,Ноҳияи Туркана
KE-44,tg,Ноҳияи Уасин Гишу
KE-45,tg,Шахристони Вихига
KE-46,tg,Ноҳияи Важир
KE-47,tg,Ноҳияи Покот Ғарбӣ
