key,language_key,name
VN-01,fa,لای چاو
VN-02,fa,استان لائو کای
VN-03,fa,استان ها گیانگ
VN-04,fa,کائو بانگ
VN-05,fa,سون لا
VN-06,fa,استان ین بای
VN-07,fa,استان توین کوانگ
VN-09,fa,لنگ اسن
VN-13,fa,کوانگ نین
VN-14,fa,استان هوا بین
VN-18,fa,استان نینه بین
VN-20,fa,استان تای بین
VN-21,fa,تانه هوآ
VN-22,fa,نغه آن
VN-23,fa,جیا لای
VN-24,fa,استان کوانگ‌بن
VN-25,fa,استان کوانگ تری
VN-26,fa,داک لاک
VN-27,fa,استان کوانگ نام
VN-28,fa,استان کون توم
VN-29,fa,استان کوانگ نگای
VN-30,fa,استان گیا لای
VN-31,fa,استان بین دین
VN-32,fa,استان فو ین
VN-33,fa,استان داک لاک
VN-34,fa,استان خانح هوآ
VN-35,fa,استان لام دونگ
VN-36,fa,استان نین توان
VN-37,fa,استان تای نینها
VN-39,fa,استان دونگ نای
VN-40,fa,استان بین توآن
VN-41,fa,استان لونگ آن
VN-43,fa,استان با ریا-وونگ تائو
VN-44,fa,استان ان گینگ
VN-45,fa,استان دونگ تاپ
VN-46,fa,استان تین گیانگ
VN-47,fa,استان کیان جیانگ
VN-49,fa,استان وین لونگ
VN-50,fa,استان بن تر
VN-51,fa,استان ترا وینه
VN-52,fa,استان سوک ترانگ
VN-53,fa,استان بك كان
VN-54,fa,استان باک گیانگ
VN-55,fa,استان باک لیئو
VN-56,fa,استان باک نین
VN-57,fa,استان بین دونگ
VN-58,fa,استان بین فوک
VN-59,fa,ایالت کا مائو
VN-61,fa,استان های دونگ
VN-63,fa,استان هانام
VN-66,fa,استان هونگ ین
VN-67,fa,استان نام دین
VN-68,fa,استان فو تو
VN-69,fa,استان تای نگوین
VN-70,fa,استان وین فوک
VN-71,fa,آیا شهر تو می تواند
VN-72,fa,استان جاک نونگ
VN-73,fa,استان هاو جیانگ
VN-CT,fa,کان تو
VN-DN,fa,دانانگ
VN-HN,fa,کوانگ تری
VN-HP,fa,هایفونگ
VN-SG,fa,هوشی‌مین
