key,language_key,name
GB-ABC,tg,"Армаг Сити, Банбридж ва Крейгавон"
GB-ABD,tg,Абердиншир
GB-ABE,tg,Шаҳри Абердин
GB-AGB,tg,Аргил ва Бьют
GB-AGY,tg,\N
GB-AND,tg,Ардс ва Шимол Даун
GB-ANN,tg,Антрим ва Ньютаунаббей
GB-ANS,tg,Ангус
GB-BAS,tg,Ҳаммом ва шимолу шарқи Сомерсет
GB-BBD,tg,Блэкберн бо Дарвен
GB-BCP,tg,"Борнмут, Крайстчерч ва Пул"
GB-BDF,tg,Бедфорд
GB-BDG,tg,Баркинг ва Дагенхэм
GB-BEN,tg,Брент
GB-BEX,tg,Бексли
GB-BFS,tg,Шаҳри Белфаст
GB-BGE,tg,\N
GB-BGW,tg,Блаенау Гвент
GB-BIR,tg,Бирмингем
GB-BKM,tg,Букингемшир
GB-BNE,tg,Барнет
GB-BNH,tg,Брайтон ва Хов
GB-BNS,tg,Барнсли
GB-BOL,tg,Болтон
GB-BPL,tg,Блэкпул
GB-BRC,tg,Ҷангали бракнел
GB-BRD,tg,Брэдфорд
GB-BRY,tg,Бромли
GB-BST,tg,"Бристол, шаҳри"
GB-BUR,tg,Дафн кардан
GB-CAM,tg,Кембриджшир
GB-CAY,tg,\N
GB-CBF,tg,Бедфордшири марказӣ
GB-CCG,tg,Каусвей Коуст ва Гленс
GB-CGN,tg,Кередиджион [сэр Кередиджион]
GB-CHE,tg,Шарқи Чешир
GB-CHW,tg,Чешир Вест ва Честер
GB-CLD,tg,Калдердейл
GB-CLK,tg,Клэкманнаншир
GB-CMA,tg,Камбриа
GB-CMD,tg,Камден
GB-CMN,tg,\N
GB-CON,tg,Корнуолл
GB-COV,tg,Ковентри
GB-CRF,tg,\N
GB-CRY,tg,Кройдон
GB-CWY,tg,Конви
GB-DAL,tg,Дарлингтон
GB-DBY,tg,Дербишир
GB-DEN,tg,\N
GB-DER,tg,Дерби
GB-DEV,tg,Девон
GB-DGY,tg,Дамфри ва Галлоуэй
GB-DNC,tg,Донкастер
GB-DND,tg,Данди Сити
GB-DOR,tg,Дорсет
