id,city_id,language_key,name
331865310,4309940,bn,অদিগুজ়েল্
331865387,4309941,bn,বায়ারলি
331865618,4309944,bn,দেম্রে
331865695,4309945,bn,করৈস
331865849,4309947,bn,জ়ুল্ফ়িকর্
331866003,4309949,bn,জাগোরান
331866080,4309950,bn,জ়ুগপ
331866157,4309951,bn,ইয়েনিকয়
331866234,4309952,bn,অকর্কোয্
331866465,4309955,bn,তস্লিদেরে
331866542,4309956,bn,জ়োর্লর্
331866850,4309960,bn,গেন্ডুয়েজলু
331866927,4309961,bn,যিল্দিজ়্
331867004,4309962,bn,অক্চগেদিক্
331867158,4309964,bn,জ়ুহ্রেচিক্
331867235,4309965,bn,জুগ্রিগনিক
331867312,4309966,bn,জুগ্রিকেলকুম
331867389,4309967,bn,জোগনি
331867466,4309968,bn,গোয়ারলেক
331867543,4309969,bn,মেসেবগ্লরি
331867620,4309970,bn,কর্বস্তি
331867774,4309972,bn,জিয়ারেট
331867851,4309973,bn,জিয়ারেট
331867928,4309974,bn,জিয়ারেট
331868005,4309975,bn,কযদগ্
331868082,4309976,bn,জিয়ারেট
331868236,4309978,bn,জিয়ারেট
331868390,4309980,bn,জিয়ারেট
331868467,4309981,bn,জ়িযংলর্
331868852,4309986,bn,জিভিঙ্কসেলিক
331868929,4309987,bn,অকিন্চি
331869083,4309989,bn,দেমির্সবন্
331869160,4309990,bn,উচোযুক্
331869391,4309993,bn,জ়ির্লন্কয
331869468,4309994,bn,কোগুক্তস্
331869545,4309995,bn,টেপেকোয়েকনার্লি
331869622,4309996,bn,ইয়াইক্লি
331869699,4309997,bn,জ়িরেক্লি
331870007,4310001,bn,যোকুস্বসি
331870238,4310004,bn,জ়িন্চির্লিকুযু
331870315,4310005,bn,জ়িন্চির্লিকুযু
331870392,4310006,bn,জ়িন্চির্লি
331870469,4310007,bn,জ়িন্চির্কিরন্
331870546,4310008,bn,জ়েন্চির্
331870700,4310010,bn,ওজলুস
331870777,4310011,bn,জিলে
331870931,4310013,bn,কর্সিবগ্লর্
331871085,4310015,bn,চিচেকলন্
331871316,4310018,bn,জিগাক
331871393,4310019,bn,ইয়েনিকোয়ে
331871624,4310022,bn,ইকিদেগির্মেন্
331871701,4310023,bn,অক্সরয্
331871778,4310024,bn,\N
331871855,4310025,bn,এরগুয়েনকোয়ে
331872009,4310027,bn,এরগুয়েনকোয়ে
331872086,4310028,bn,জ়েয্তিংলিওব
331872240,4310030,bn,জেটিনলি
331872317,4310031,bn,জেটিনলি
331872394,4310032,bn,জেটিনলি
331872471,4310033,bn,জেটিনলি
331872548,4310034,bn,জ়েয্তিন্
331872625,4310035,bn,জেটিনকোয়ে
331872702,4310036,bn,জ়েয্তিনেলি
331872779,4310037,bn,জেতিনবাগী
331872856,4310038,bn,জ়েয্তিন্বেলি
331872933,4310039,bn,জেটিনকোয়ে
331873010,4310040,bn,জেটিনকোয়ে
331873164,4310042,bn,জ়েয্রেক্
331873241,4310043,bn,ইয়েসিলকয়
331873318,4310044,bn,জ়েয্নেল্লি
331873395,4310045,bn,\N
331873472,4310046,bn,ওলুকলু
331873549,4310047,bn,উগ্রাক
331873626,4310048,bn,বুইউক হাসান
331873780,4310050,bn,কিলিক্লিয়্যাল
331873857,4310051,bn,জ়েয্বেক্চযিরি
331873934,4310052,bn,\N
331874011,4310053,bn,ওর্তক্চি
331874088,4310054,bn,জেভকির
331874165,4310055,bn,সির্মলি
331874396,4310058,bn,আভানোস
331874704,4310062,bn,জ়ের্দলিলিক্
331874781,4310063,bn,জ়ের্দলি
331875089,4310067,bn,জেঙ্গি
331875243,4310069,bn,জ়েন্গেন্
331875397,4310071,bn,জ়েম্জ়েমিযে
331875474,4310072,bn,কায়িরবাসি
331875551,4310073,bn,দুরংতস্
331875628,4310074,bn,ওত্লুচ
331875859,4310077,bn,তস্লিপিনর্
331876090,4310080,bn,যুকরি যেনিচগ্
331876167,4310081,bn,দম্লপিনর্
331876244,4310082,bn,জাজালার
331876321,4310083,bn,কুস্লর্
331876552,4310086,bn,কপ্লিকয
331876706,4310088,bn,জারা
331876783,4310089,bn,জারা
331876860,4310090,bn,চেঞ্জেলি
