key,language_key,name
JP-01,tk,Hokkaido
JP-02,tk,Aomori-ken
JP-03,tk,Iwate
JP-04,tk,Miýagi-ken
JP-05,tk,Akita
JP-06,tk,Yamagata-ken
JP-07,tk,Fukuşima-ken
JP-08,tk,Ibaraki
JP-09,tk,Tochigi
JP-10,tk,Gunma-ken
JP-11,tk,Saitama-ken
JP-12,tk,Çiba-ken
JP-13,tk,Tokio
JP-14,tk,Kanagawa
JP-15,tk,Niigata-ken
JP-16,tk,Toýama-ken
JP-17,tk,Işikawa-ken
JP-18,tk,Fukui
JP-19,tk,Ýamanaşi
JP-20,tk,Nagano-ken
JP-21,tk,Gifu
JP-22,tk,Şizuoka
JP-23,tk,ai zhi xian
JP-24,tk,Mie-ken
JP-25,tk,Şiga
JP-26,tk,Kýoto prefekturasy
JP-27,tk,Osaka-fu
JP-28,tk,Hýogo
JP-29,tk,Nara-ken
JP-30,tk,Vakaýama
JP-31,tk,Tottori
JP-32,tk,Şimane-ken
JP-33,tk,Okayama-ken
JP-34,tk,Hiroşima-ken
JP-35,tk,Ýamaguçi
JP-36,tk,Tokuşima-ken
JP-37,tk,Kagawa-ken
JP-38,tk,Ehime
JP-39,tk,Koçi prefekturasy
JP-40,tk,Fukuoka prefekturasy
JP-41,tk,Saga-ken
JP-42,tk,Nagasaki prefekturasy
JP-43,tk,Kumamoto
JP-44,tk,Oita prefekturasy
JP-45,tk,Miýazaki
JP-46,tk,Kagoshima-ken
JP-47,tk,Okinawa
