key,language_key,name
SI-001,bg,Айдовшчина
SI-002,bg,Муниципалити оф Белтинци
SI-003,bg,Община Блед
SI-004,bg,Муниципалити оф Бохинй
SI-005,bg,Община Боровница
SI-006,bg,Община Бовец
SI-007,bg,Муниципалити оф Бърда
SI-008,bg,Община Брезовица
SI-009,bg,Община Брежице
SI-010,bg,Община Тишина
SI-011,bg,Урбан Муниципалити оф Целие
SI-012,bg,Муниципалити оф Церклие на Горенйскем
SI-013,bg,Община Церкница
SI-014,bg,Община Церкно
SI-015,bg,Муниципалити оф Цренсовци
SI-016,bg,Община Черна на Короскем
SI-017,bg,Муниципалити оф Црномелй
SI-018,bg,Муниципалити оф Дестрник
SI-019,bg,Община Дивака
SI-020,bg,Община Добреполье
SI-021,bg,Община Доброва-Полхов Градец
SI-022,bg,Община Дол при Любляна
SI-023,bg,Муниципалити оф Домзале
SI-024,bg,Дорнава
SI-025,bg,Муниципалити оф Дравоград
SI-026,bg,Дуплек
SI-027,bg,Община Гореня Вас-Поляне
SI-028,bg,Община Горишница
SI-029,bg,Община Горня Радгона
SI-030,bg,Община Горни град
SI-031,bg,Община Горни Петровци
SI-032,bg,Община Гросупле
SI-033,bg,Община Съловци
SI-034,bg,Муниципалити оф Храстник
SI-035,bg,Муниципалити оф Хрпелие-Козина
SI-036,bg,Муниципалити оф Идрия
SI-037,bg,Муниципалити оф Иг
SI-038,bg,Муниципалити оф Илирска Бистрица
SI-039,bg,Муниципалити оф Иванцена Горица
SI-040,bg,Изола
SI-041,bg,Есенице
SI-042,bg,Муниципалити оф Юрсинци
SI-043,bg,Муниципалити оф Камник
SI-044,bg,Община Канал об Соци
SI-045,bg,Община Кидричево
SI-046,bg,Община Кобарид
SI-047,bg,Община Кобиле
SI-048,bg,Кочеве
SI-049,bg,Община Комен
SI-050,bg,Копер
SI-051,bg,Община Козье
SI-052,bg,Урбан Муниципалити оф Кранй
SI-053,bg,Кранска гора
SI-054,bg,Урбан Муниципалити оф Крско
SI-055,bg,Муниципалити оф Кунгота
SI-056,bg,Муниципалити оф Кузма
