key,language_key,name
IR-00,fo,Markazi-landsluturin
IR-01,fo,Gilan-landsluturin
IR-02,fo,Mazandaran-landsluturin
IR-03,fo,Eystur-Aserbadjanslandslut
IR-04,fo,Vestur-Aserbadjanslandslut
IR-05,fo,Kermanshah-landsluturin
IR-06,fo,Khuzestan-landsluturin
IR-07,fo,Fars-landsluturin
IR-08,fo,Kerman-landsluturin
IR-09,fo,Razavi Khorasan-landsluturin
IR-10,fo,Isfahan-landsluturin
IR-11,fo,Sistan og Baluchestan landslut
IR-12,fo,Kurdistan-landsluturin
IR-13,fo,Hamadan-landsluturin
IR-14,fo,Chaharmahal og Bakhtiári landslutur
IR-15,fo,Lorestan landslut
IR-16,fo,Ilam-landsluturin
IR-17,fo,Kohgiluyeh og Boyer-Ahmad-landsluturin
IR-18,fo,Bushehr-landsluturin
IR-19,fo,Zanjan-landsluturin
IR-20,fo,\N
IR-21,fo,Yazd-landsluturin
IR-22,fo,Hormozgan-landsluturin
IR-23,fo,Teheran-landsluturin
IR-24,fo,Ardabil-landsluturin
IR-25,fo,Qom-landsluturin
IR-26,fo,Qazvin-landsluturin
IR-27,fo,Golestan landslut
IR-28,fo,Norðurkhorasan-landsluturin
IR-29,fo,Suðurkhorasan-landsluturin
IR-30,fo,Alborz-landsluturin
