key,language_key,name
MA-01,ro,Tanger-Tetouan-Al Hoceima
MA-02,ro,Oriental
MA-03,ro,Fes-Meknes
MA-04,ro,Rabat-Sale-Kenitra
MA-05,ro,Beni Mellal-Khenifra
MA-06,ro,Casablanca-Settat
MA-07,ro,Marrakech-Safi
MA-08,ro,Draa-Tafilalet
MA-09,ro,Souss-Massa
MA-10,ro,Guelmim-Oued Substantiv
MA-11,ro,Laayoune-Sakia El Hamra
MA-12,ro,Dakhla-Oued Ed-Dahab
MA-AGD,ro,Agadir-Ida-Ou-Tanane
MA-AOU,ro,Aousserd (EH)
MA-ASZ,ro,Assa-Zag (EH-parțial)
MA-AZI,ro,Azilal
MA-BEM,ro,Béni Mellal
MA-BER,ro,Berkane
MA-BES,ro,Benslimane
MA-BOD,ro,Boujdour (EH)
MA-BOM,ro,Boulemane
MA-BRR,ro,Berechid
MA-CAS,ro,Casablanca
MA-CHE,ro,Chefchaouen
MA-CHI,ro,Chichaoua
MA-CHT,ro,Chtouka-Ait Baha
MA-DRI,ro,Driouch
MA-ERR,ro,Errachidia
MA-ESI,ro,Essaouira
MA-ESM,ro,Es-Semara (EH-parțial)
MA-FAH,ro,Fahs-Anjra
MA-FES,ro,Fès
MA-FIG,ro,Figuig
MA-FQH,ro,Fquih Ben Salah
MA-GUE,ro,Guelmim
MA-GUF,ro,Guercif
MA-HAJ,ro,El Hajeb
MA-HAO,ro,Al-Haouz
MA-HOC,ro,Al Hoceima
MA-IFR,ro,Ifrane
MA-INE,ro,Inezgane-Ait Melloul
MA-JDI,ro,El Jadida
MA-JRA,ro,Jerada
MA-KEN,ro,Kenitra
MA-KES,ro,El Kelâa des Sraghna
MA-KHE,ro,Khémisset
MA-KHN,ro,Khenifra
MA-KHO,ro,Khouribga
MA-LAA,ro,Laâyoune (EH)
MA-LAR,ro,Larache
MA-MAR,ro,Marrakech
MA-MDF,ro,M’diq-Fnideq
MA-MED,ro,Médiouna
MA-MEK,ro,Meknès
MA-MID,ro,Midelt
MA-MOH,ro,Mohammadia
MA-MOU,ro,Moulay Yacoub
MA-NAD,ro,Nador
MA-NOU,ro,Nouaceur
MA-OUA,ro,Ouarzazate
MA-OUD,ro,Oued Ed-Dahab (EH)
MA-OUJ,ro,Oujda-Angad
MA-OUZ,ro,Ouezzane
MA-RAB,ro,Rabat
MA-REH,ro,Rehamna
MA-SAF,ro,Safi
MA-SAL,ro,Salé
MA-SEF,ro,Sefrou
MA-SET,ro,Settat
MA-SIB,ro,Sidi Bennour
MA-SIF,ro,Sidi Ifni
MA-SIK,ro,Sidi Kacem
MA-SIL,ro,Sidi Slimane
MA-SKH,ro,Skhirate-Témara
MA-TAF,ro,Tarfaya (EH-parțial)
MA-TAI,ro,Taourirt
MA-TAO,ro,Taounate
MA-TAR,ro,Taroudannt
MA-TAT,ro,Tata
MA-TAZ,ro,Taza
MA-TET,ro,Tétouan
MA-TIN,ro,Tinghir
MA-TIZ,ro,Tiznit
MA-TNG,ro,Tanger-Assilah
MA-TNT,ro,Tan-Tan (EH-parțial)
MA-YUS,ro,Youssoufia
MA-ZAG,ro,Zagora
