key,language_key,name
RU-AD,sm,Adygeya
RU-AL,sm,Respublika Altay
RU-ALT,sm,Altayskiy Kray
RU-AMU,sm,Amur Oblast
RU-ARK,sm,Arkhangelsk Oblast
RU-AST,sm,Astrakhan Oblast
RU-BA,sm,Bashkortostan
RU-BEL,sm,Belgorod Oblast
RU-BRY,sm,Bryansk Oblast
RU-BU,sm,Respublika Buryatiya
RU-CE,sm,Chechenskaya Respublika
RU-CHE,sm,Chelyabinsk Oblast
RU-CHU,sm,Chukotskiy Avtonomnyy Okrug
RU-CU,sm,Chuvashskaya Respublika
RU-DA,sm,Dagestan
RU-IN,sm,Ingushetiya
RU-IRK,sm,Irkutsk Oblast
RU-IVA,sm,Ivanovo Oblast
RU-KAM,sm,Kamchatka Krai
RU-KB,sm,Kabardino-Balkariya
RU-KC,sm,Karachayevo-Cherkesiya
RU-KDA,sm,Krasnodarskiy Kray
RU-KEM,sm,Kemerovo Oblast
RU-KGD,sm,Kaliningrad Oblast
RU-KGN,sm,Kurgan Oblast
RU-KHA,sm,Khabarovskiy Kray
RU-KHM,sm,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra
RU-KIR,sm,Kirov Oblast
RU-KK,sm,Respublika Khakasiya
RU-KL,sm,Kalmykiya
RU-KLU,sm,Kaluga Oblast
RU-KO,sm,Komi
RU-KOS,sm,Kostroma Oblast
RU-KR,sm,Kareliya
RU-KRS,sm,Kursk Oblast
RU-KYA,sm,Krasnoyarskiy Kray
RU-LEN,sm,Leningrad Oblast
RU-LIP,sm,Lipetsk Oblast
RU-MAG,sm,Itumalo o Magadan
RU-ME,sm,Mariy El
RU-MO,sm,Mordoviya
RU-MOS,sm,Moscow Oblast
RU-MOW,sm,Moscow
RU-MUR,sm,Itumalo o Murmansk
RU-NEN,sm,Nenetskiy Avtonomnyy Okrug
RU-NGR,sm,Novgorod Oblast
RU-NIZ,sm,Nizhny Novgorod Oblast
RU-NVS,sm,Novosibirsk Oblast
RU-OMS,sm,Omsk Oblast
RU-ORE,sm,Orenburg Oblast
RU-ORL,sm,Oryol Oblast
RU-PER,sm,Perm Krai
RU-PNZ,sm,Penza Oblast
RU-PRI,sm,Primorskiy Kray
RU-PSK,sm,Pskov Oblast
RU-ROS,sm,Rostov Oblast
RU-RYA,sm,Ryazan Oblast
RU-SA,sm,Republic of Sakha (Yakutia)
RU-SAK,sm,Sakhalin
RU-SAM,sm,Itumalo o Samara
RU-SAR,sm,Saratovskaya Oblast
RU-SE,sm,North Ossetia-Alania
RU-SMO,sm,Smolensk Oblast
RU-SPE,sm,Sankt-Peterburg
RU-STA,sm,Stavropol Kray
RU-SVE,sm,Sverdlovsk Oblast
RU-TA,sm,Tatarstan
RU-TAM,sm,Tambov Oblast
RU-TOM,sm,Tomsk Oblast
RU-TUL,sm,Tula Oblast
RU-TVE,sm,Tver Oblast
RU-TY,sm,Respublika Tyva
RU-TYU,sm,Tyumen'
RU-UD,sm,Udmurtskaya Respublika
RU-ULY,sm,Ulyanovsk Oblast
RU-VGG,sm,Volgograd Oblast
RU-VLA,sm,Vladimirskaya Oblast'
RU-VLG,sm,Vologda Oblast
RU-VOR,sm,Voronezh Oblast
RU-YAN,sm,Yamalo-Nenetskiy Avtonomnyy Okrug
RU-YAR,sm,Yaroslavl Oblast
RU-YEV,sm,Yevrey (Iutaia) Itumalo Tutoatasi
RU-ZAB,sm,Zabaykal'skiy Kray
