id,city_id,language_key,name
335958411,4363097,fa,دولیو
335959412,4363110,fa,یونگ کانگ
335960490,4363124,fa,يُنگفَنگ
335961029,4363131,fa,یونگجینگ
335961799,4363141,fa,شیتوکو
335962569,4363151,fa,یولی
335964032,4363170,fa,یومی
335965418,4363188,fa,یوجینگ
335965495,4363189,fa,یوچی
335965572,4363190,fa,یوچوو
335966265,4363199,fa,یوچکنگ
335968729,4363231,fa,یوانشان
335969576,4363242,fa,یوانلین
335969884,4363246,fa,یوانلی
335970577,4363255,fa,یوانچانگ
335971655,4363269,fa,ینگه
335972656,4363282,fa,یانکوولیائو
335974427,4363305,fa,يَن پِنگ
335977199,4363341,fa,یانگمی
335979201,4363367,fa,چنگگونگ
335981973,4363403,fa,وُ تَِ
335984514,4363436,fa,گوانگفو
335987286,4363472,fa,وُ گُ لِن
335987825,4363479,fa,ووگوانگ
335988518,4363488,fa,وُ گُ
335989827,4363505,fa,ووجیانکو
335990751,4363517,fa,ووفنگ
335992676,4363542,fa,ووجی
335997989,4363611,fa,\N
336001300,4363654,fa,وانتان
336001608,4363658,fa,وَن دَن
336002840,4363674,fa,وانلوان
336003071,4363677,fa,وَن لِ
336004226,4363692,fa,وانگ تونگ ون
336005073,4363703,fa,وانگلیائو
336006151,4363717,fa,وانگان
336007999,4363741,fa,وَِ سهُِ وِِ
336008307,4363745,fa,شیطان
336010001,4363767,fa,وَِ گَنگ لِن
336012157,4363795,fa,سیتونگ
336014929,4363831,fa,دانزیجیاو
336015853,4363843,fa,دونگشیلیائو
336018163,4363873,fa,دونگشیچنکو
336018548,4363878,fa,دونگشی
336018779,4363881,fa,دونگشی
336019395,4363889,fa,دونگشانقیان
336019472,4363890,fa,دونگشان
336019626,4363892,fa,دونگشان
336021320,4363914,fa,تونگلو
336023399,4363941,fa,دونگانگ
336024785,4363959,fa,تونگ شیائو
336024862,4363960,fa,دونگ شیائو
336025170,4363964,fa,وکوآیلیائو
336025247,4363965,fa,دونگه
336027172,4363990,fa,تونگ آنلیو
336028712,4364010,fa,تُ كُ
336030945,4364039,fa,توچنگ
336034410,4364084,fa,زوزن
336035103,4364093,fa,كَُ تُن
336036104,4364106,fa,كَُ سهَن
336038799,4364141,fa,زائوکیائو
336041802,4364180,fa,تُُ وُ
336042572,4364190,fa,توشه
336043111,4364197,fa,دُُ نَن
