key,language_key,name
IN-AN,ky,Андамандар жана Никобар
IN-AP,ky,Андхра-Прадеш
IN-AR,ky,Аруначал-Прадеш
IN-AS,ky,Ассам
IN-BR,ky,Бихар
IN-CG,ky,Чхаттисгарх
IN-CH,ky,Чандигарх
IN-DH,ky,Дадра жана Нагар Хавели жана Даман жана Диу
IN-DL,ky,Делі
IN-GA,ky,Гоа
IN-GJ,ky,Гужарат
IN-HP,ky,Химачал Прадеш
IN-HR,ky,Харьяна
IN-JH,ky,Жарканд
IN-JK,ky,Жамму жана Кашмир
IN-KA,ky,Карнатака
IN-KL,ky,Керала
IN-LA,ky,Ладах
IN-LD,ky,Лакадив аралдары
IN-MH,ky,Махараштра
IN-ML,ky,Мегалая
IN-MN,ky,Манипур
IN-MP,ky,Ортоңку Прадеш
IN-MZ,ky,Мизорам
IN-NL,ky,Нагаланд
IN-OD,ky,Одиша
IN-PB,ky,Пенджаб
IN-PY,ky,Пудучерри
IN-RJ,ky,Раджастхан
IN-SK,ky,Сиккім
IN-TN,ky,Тамил Наду
IN-TR,ky,Трипура
IN-TS,ky,Телангана
IN-UK,ky,Уттаракханд
IN-UP,ky,Түндүк Прадеш
IN-WB,ky,Батыш Бенгал
