key,language_key,name
CL-AI,mh,Region Aysen
CL-AN,mh,Region de Antofagasta
CL-AP,mh,Region de Arica im Parinacota
CL-AR,mh,Region de la Araucania
CL-AT,mh,Region de Atacama
CL-BI,mh,Region del Biobio
CL-CO,mh,Region de Coquimbo
CL-LI,mh,Region del Libertador General Bernardo O'Higgins
CL-LL,mh,Region de los Lagos
CL-LR,mh,Region de los Rios
CL-MA,mh,Region de Magallanes im Antartica Chilena
CL-ML,mh,Region del Maule
CL-NB,mh,Nuble
CL-RM,mh,Region Metropolitana
CL-TA,mh,Tarapaca
CL-VS,mh,Region de Valparaiso
