key,language_key,name
VE-A,dz,རྫོང་ཁག་རྒྱལ་ས་ལྟེ་བ།
VE-B,dz,ཨེས་ཊ་ཌོ་ཨན་ཟོ་ཊེ་གུའི།
VE-C,dz,ཨེས་ཊ་ཌོ་ཨ་པུར།
VE-D,dz,ཨེས་ཊ་ཌོ་ཨ་ར་གུ་ཝ།
VE-E,dz,ཨེས་ཊ་ཌོ་ བཱ་རི་ནཱས།
VE-F,dz,ཨེས་ཊ་ཌོ་བོ་ལི་ཝར།
VE-G,dz,ཨེས་ཊ་ཌོ་ ཀ་ར་བོ་བོ།
VE-H,dz,ཨེས་ཊ་ཌོ་ཀོ་ཇེ་ཌིས།
VE-I,dz,ཨེས་ཊ་ཌོ་ཕཱལ་ཀཱོན།
VE-J,dz,ཨེས་ཊ་ཌོ་གུ་ཝ་རི་ཀོ།
VE-K,dz,ཨེས་ཊ་ཌོ་ལ་ར།
VE-L,dz,ཨེས་ཊ་ཌོ་མེ་རི་ཌ།
VE-M,dz,མི་རན་ཌ།
VE-N,dz,ཨེས་ཊ་ཌོ་མོ་ན་གཱས།
VE-O,dz,ཨེས་ཊ་ཌོ་ ནུའེ་ཝ་ ཨེས་པར་ཊ།
VE-P,dz,ཨེས་ཊ་ཌོ་ པོར་ཅུ་གེ་ས།
VE-R,dz,ཨེས་ཊ་ཌོ་སུ་ཀེར།
VE-S,dz,ཨེས་ཊ་ཌོ་ཏ་ཆི་ར།
VE-T,dz,ཨེས་ཊ་ཌོ་ཊུ་ཇི་ལོ།
VE-U,dz,ཨེས་ཊ་ཌོ་ཡ་ར་ཀུའི།
VE-V,dz,ཨེས་ཊ་ཌོ་ཟུ་ལི་ཡ།
VE-W,dz,སྤྱི་མཐུན་གཞུང་གི་བརྟེན་སྡོད་མི།
VE-X,dz,ཨེས་ཊ་ཌོ་ལ་གུའི་ར།
VE-Y,dz,ཌེལ་ཊ་ཨ་མ་ཀུ་རོ།
VE-Z,dz,ཨེས་ཊ་ཌོ་ཨ་མ་ཟོ་ནཱས།
