key,language_key,name
UA-05,mh,Vinnytsya Oblast
UA-07,mh,Volynska Oblast
UA-09,mh,Luhanska Oblast
UA-12,mh,Dnipropetrovsk Oblast
UA-14,mh,Donetska Oblast
UA-18,mh,Zhytomyrska Oblast
UA-21,mh,Zakarpattia Oblast
UA-23,mh,Zaporizhzhya Oblast
UA-26,mh,Ivano-Frankivsk Oblast
UA-30,mh,Misto Kyiv
UA-32,mh,Kyiv Oblast
UA-35,mh,Kirovohrad Oblast
UA-40,mh,Sebastopol City
UA-43,mh,Autonomous Republic in Crimea
UA-46,mh,Lvivska Oblast
UA-48,mh,Mykolayiv Oblast
UA-51,mh,Odeska Oblast
UA-53,mh,Poltava Oblast
UA-56,mh,Rivnenska Oblast
UA-59,mh,Sumska Oblast
UA-61,mh,Ternopil Oblast
UA-63,mh,Kharkivska Oblast
UA-65,mh,Kherson Oblast
UA-68,mh,Khmelnytskyi Oblast
UA-71,mh,Cherkasy Oblast
UA-74,mh,Chernihivska Oblast
UA-77,mh,Chernivtsi Oblast
