key,language_key,name
MA-01,ne,टान्जर-टेटुआन-अल होसेमा
MA-02,ne,पूर्वीय
MA-03,ne,फेस-मेक्नेस
MA-04,ne,रबात-सेले-केनिट्रा
MA-05,ne,बेनी मेलाल-खेनिफ्रा
MA-06,ne,कासाब्लान्का-सेटट
MA-07,ne,माराकेश-सफी
MA-08,ne,ड्रा-ताफिलालेट
MA-09,ne,सुस-मास्सा
MA-10,ne,घुएल्मिम-ओउएद नौं
MA-11,ne,ळायोउने-सकिया एल हाम्रा
MA-12,ne,दखला-उद एद-दहब
MA-AGD,ne,अगादिर-इडा-ओउ-तानाने
MA-AOU,ne,आओउस्सेर्द (एः)
MA-ASZ,ne,अस्सा-जाग (एह-आंशिक)
MA-AZI,ne,अजिलाल
MA-BEM,ne,बेनी मेलाल
MA-BER,ne,बर्काने
MA-BES,ne,बेन्सलिमाने
MA-BOD,ne,भोउज्दोउर (एः)
MA-BOM,ne,भोउलेमने
MA-BRR,ne,बेरेचिड
MA-CAS,ne,कासाब्लान्का
MA-CHE,ne,शेफचाउएन
MA-CHI,ne,चिचाउआ
MA-CHT,ne,छ्तोका-ऐत बहा
MA-DRI,ne,ड्राइउच
MA-ERR,ne,एराकिडिया
MA-ESI,ne,एस्साउइरा
MA-ESM,ne,ईएस-सेमरा (एएच-आंशिक)
MA-FAH,ne,फह्स-अन्जरा
MA-FES,ne,फेस
MA-FIG,ne,फिगुइग
MA-FQH,ne,फकिह बेन सलाह
MA-GUE,ne,गुएल्मिम
MA-GUF,ne,घुएर्चिफ़
MA-HAJ,ne,एल हजेब
MA-HAO,ne,अल हौज़
MA-HOC,ne,अल होसिमा
MA-IFR,ne,इफ्रान
MA-INE,ne,इनेज्गाने-आइत ंएल्लोउल
MA-JDI,ne,एल जादिदा
MA-JRA,ne,जेराडा
MA-KEN,ne,केनिट्रा
MA-KES,ne,एलकेलाडेसस्राघ्ना
MA-KHE,ne,खेमिसेट
MA-KHN,ne,खनिफ्रा
MA-KHO,ne,खुरिब्गा
MA-LAA,ne,लायौने (एह)
MA-LAR,ne,लाराचे
MA-MAR,ne,माराकेच
MA-MDF,ne,मदीक-फनिदेक
MA-MED,ne,मेडियोना
MA-MEK,ne,मेक्नेस
MA-MID,ne,मिडेल्ट
MA-MOH,ne,मोहम्मदिया
MA-MOU,ne,मौले याकुब
MA-NAD,ne,नाडोर
MA-NOU,ne,नुआसेर
MA-OUA,ne,उआरजाजेट
MA-OUD,ne,ओउएद एड-दहब (एः)
MA-OUJ,ne,उज्दा-अंगद
MA-OUZ,ne,ओउएश्शने
MA-RAB,ne,रबाट
MA-REH,ne,रेहम्ना
MA-SAF,ne,सेफी
MA-SAL,ne,साले
MA-SEF,ne,सेफ्रु
MA-SET,ne,सेट्टट
MA-SIB,ne,सिदी बेन्नूर
MA-SIF,ne,सिदी इफ्नी
MA-SIK,ne,सिदी कासेम
MA-SIL,ne,सिदी स्लिमाने
MA-SKH,ne,स्किराटे-टेमारा
MA-TAF,ne,तर्फया (एह-आंशिक)
MA-TAI,ne,ताउरिट
MA-TAO,ne,ताउनाट
MA-TAR,ne,तारोदन्त
MA-TAT,ne,टाटा
MA-TAZ,ne,ताजा
MA-TET,ne,टेटुआन
MA-TIN,ne,टिंगिर
MA-TIZ,ne,टिज्निट
MA-TNG,ne,ट्याङ्गर-असिलाह
MA-TNT,ne,टान-टान (एह-आंशिक)
MA-YUS,ne,युसुफिया
MA-ZAG,ne,जागोरा
