key,language_key,name
CO-AMA,be,Амасонас (дэпартамент)
CO-ANT,be,дэпартамент Ант’ёкія
CO-ARA,be,Араўка (дэпартамент)
CO-ATL,be,дэпартамент Атлантыка
CO-BOL,be,Балівар
CO-BOY,be,Баяка
CO-CAL,be,Цалдас
CO-CAQ,be,дэпартамент Какета
CO-CAS,be,Цасанаре
CO-CAU,be,дэпартамент Каўка
CO-CES,be,Цесар
CO-CHO,be,дэпартамент Чако
CO-COR,be,Кордава (дэпартамент)
CO-CUN,be,Кундзінамарка
CO-DC,be,Багата
CO-GUA,be,Гуаиниа
CO-GUV,be,Гуавиаре
CO-HUI,be,Хуила
CO-LAG,be,Гуахіра
CO-MAG,be,Магдалена
CO-MET,be,Мета (дэпартамент)
CO-NAR,be,Нарынья
CO-NSA,be,дэпартамент Нортэ-дэ-Сантандэр
CO-PUT,be,Путумая
CO-QUI,be,Куіндыё Дэпартамент
CO-RIS,be,Рысаральда
CO-SAN,be,Сантандер
CO-SAP,be,Сан Андрес ы Провиденциа
CO-SUC,be,Сукрэ (дэпартамент)
CO-TOL,be,Таліма
CO-VAC,be,дэпартамент Валье-дэль-Каўка
CO-VAU,be,Ваупес
CO-VID,be,Дэпартамент дэль Вічада
