key,language_key,name
IT-21,dz,པི་མོན་ཊི།
IT-23,dz,ལུང་ཕྱོགས་རང་སྐྱོང་ཝ་ལེ་ཌི་ཨའོ་སི་ཊ།
IT-25,dz,ལོམ་བཱར་ཌི་ཡ།
IT-32,dz,ཊེརེན་ཊི་ནོ་-ཨཱལ་ཊོ་ཨ་ཌི་གེ།
IT-34,dz,ཝེ་ནེ་ཊོ།
IT-36,dz,ཕི་རི་ཡུ་ལི་ ཝེ་ནེ་ཛི་ཡ་ ཇིའུ་ལི་ཡ།
IT-42,dz,ལི་གུ་རི་ཡ།
IT-45,dz,ཨེ་མི་ལི་ཡ་-རོ་མ་གྷན།
IT-52,dz,ཊོསི་ཀཱ་ན།
IT-55,dz,ཨུམ་བི་རི་ཡ།
IT-57,dz,ཟླ་ ༣ པ།
IT-62,dz,ལ་ཛིའོ་
IT-65,dz,ཨབ་རུ་ཟོ།
IT-67,dz,མོ་ལི་སི།
IT-72,dz,ཀམ་པ་ནི་ཡ།
IT-75,dz,པུ་གྷི་ཡ།
IT-77,dz,བཱ་སི་ལི་ཀ་ཊ།
IT-78,dz,ཀ་ལ་བི་རི་ཡ།
IT-82,dz,སི་སི་ལི་ཡ།
IT-88,dz,སར་སྡེན།
IT-AG,dz,ཨེག་རི་ཇེན་ཊོ།
IT-AL,dz,ཨ་ལེ་སཱན་ཌི་ཡ།
IT-AN,dz,ཨེན་ཀོ་ན།
IT-AP,dz,ཨེས་ཀོ་ལི་པི་སི་ནོ།
IT-AQ,dz,ལ་ཨ་ཀུ་ལཱ།
IT-AR,dz,ཨ་རེ་ཛོ།
IT-AT,dz,ཨཱསྟི།
IT-AV,dz,ཨ་ཝེ་ལི་ནོ།
IT-BA,dz,བཱ་རི།
IT-BG,dz,བེར་གཱ་མོ།
IT-BI,dz,བི་ཡལ།
IT-BL,dz,བེ་ལུ་ནོ།
IT-BN,dz,བེ་ནི་ཝེན་ཊོ།
IT-BO,dz,བོ་ལོ་ནཱ།
IT-BR,dz,བིརིན་ཌི་སི།
IT-BS,dz,བེརེ་ཤི་ཡ།
IT-BT,dz,བཱར་ལེ་ཊ་-ཨེན་ཌི་རི་ཡ་-ཊ་ར་ནི།
IT-BZ,dz,བོལ་ཟ་ནོ།
IT-CA,dz,ཀ་ལི་ཡ་རི།
IT-CB,dz,ཀམ་པོ་བཱ་སོ།
IT-CE,dz,ཀ་སེར་ཊ།
IT-CH,dz,ཆི་ཨེ་ཏི།
IT-CL,dz,ཀཱལ་ཊ་ནི་སེ་ཊ།
IT-CN,dz,ཀུ་ནེའོ།
IT-CO,dz,ཀོ་མོ།
IT-CR,dz,ཀྲེ་མོ་ནཱ།
