key,language_key,name
PH-00,to,Vahefonua Kolomu'a Fakafonua
PH-01,to,ʻIlokosi (Vahefonua I)
PH-02,to,Teleʻa Cagayan (Vahefonua II)
PH-03,to,Lusoni Lotolotó (Vahefonua III)
PH-05,to,Bicol (Vahefonua V)
PH-06,to,Visayas Hihifo (Vahefonua VI)
PH-07,to,Visayas Lotolotó (Vahefonua VII)
PH-08,to,Visayas Hahake (Vahefonua VIII)
PH-09,to,Peninisula Zamboanga (Vahefonua IX)
PH-10,to,Tokelau ʻo Mindanao (Vahefonua X)
PH-11,to,Davao (Vahefonua XI)
PH-12,to,Sokisisākeni (Vahefonua XII)
PH-13,to,Kalaka (Vahefonua XIII)
PH-14,to,Vahefonua Tauʻatāina ʻi Mindanao Mosilemi (ARMM)
PH-15,to,Vahefonua Puleʻanga ʻo Kotiliá (CAR)
PH-40,to,Kalapāsoni (Vahefonua IV-A)
PH-41,to,Mimalopa (Vahefonua IV-B)
PH-ABR,to,ʻIlokosi
PH-AGN,to,Teleʻa Kakaiani
PH-AGS,to,Lusoni Lotolotó
PH-AKL,to,ʻAkilani
PH-ALB,to,\N
PH-ANT,to,Visaias Hihifo
PH-APA,to,ʻApayao
PH-AUR,to,ʻAlola
PH-BAN,to,\N
PH-BAS,to,\N
PH-BEN,to,Tokelau ʻo Mindanao
PH-BIL,to,\N
PH-BOH,to,Tavao
PH-BTG,to,Peninisula Samipoanga
PH-BTN,to,Visaias Hahake
PH-BUK,to,\N
PH-BUL,to,Karaga
PH-CAG,to,Vahefonua Tauʻatāina ʻi Mindanao Mosilemi
PH-CAM,to,Kamikuini
PH-CAN,to,Vahefonua Puleʻanga ʻo Cordillera
PH-CAP,to,Kapisi
PH-CAS,to,Kamalini Sur
PH-CAT,to,Kataniuanesi
PH-CAV,to,Kavite
PH-CEB,to,Sepu
PH-COM,to,Tavao ti ʻOlo
PH-DAO,to,\N
PH-DAS,to,Tavao tela Su
PH-DAV,to,Tavao teli Noate
PH-DIN,to,\N
PH-DVO,to,\N
PH-EAS,to,\N
PH-GUI,to,\N
PH-IFU,to,ʻIfugao
PH-ILI,to,ʻIloilo
PH-ILN,to,ʻIlokosi Noate
PH-ILS,to,ʻIlokosi Sur
PH-ISA,to,ʻIsapela
PH-KAL,to,Kalinga
PH-LAG,to,Lakuna
PH-LAN,to,Lanao teli Noate
PH-LAS,to,Lanao teli Su
PH-LEY,to,\N
PH-LUN,to,La ʻIunioni
PH-MAD,to,\N
PH-MAS,to,\N
PH-MDC,to,\N
PH-MDR,to,Mimalopa
PH-MGN,to,\N
PH-MGS,to,\N
PH-MOU,to,Vahefonua Mo'unga
PH-MSC,to,\N
PH-MSR,to,\N
PH-NCO,to,Kotapāto
PH-NEC,to,\N
PH-NER,to,\N
PH-NSA,to,Samar Tokelau
PH-NUE,to,Nueva ʻEsiá
PH-NUV,to,Nueva Visikaia
PH-PAM,to,Pamimpanga
PH-PAN,to,Pangasinan
PH-PLW,to,Palauani
PH-QUE,to,Kuesoni
PH-QUI,to,Kuilino
PH-RIZ,to,\N
PH-ROM,to,\N
PH-SAR,to,Sarangani
PH-SCO,to,Kotapato Tonga
PH-SIG,to,\N
PH-SLE,to,Leyte Fakatonga
PH-SLU,to,Sulu
PH-SOR,to,Sosokoni
PH-SUK,to,Sulitani Kutalati
PH-SUN,to,\N
PH-SUR,to,Sulikao teli Su
PH-TAR,to,Talaki
PH-TAW,to,Taui-Taui
PH-WSA,to,Samā
PH-ZAN,to,\N
PH-ZAS,to,\N
PH-ZMB,to,\N
PH-ZSI,to,Samipoanga Sibugay
