key,language_key,name
ES-A,si,ඇලිකැන්ටේ
ES-AB,si,ඇල්බසෙට්
ES-AL,si,අල්මේරියා
ES-AN,si,ඇන්ඩලූසියාව
ES-AR,si,අරගොන්
ES-AS,si,අස්ටුරියස්
ES-AV,si,අවිලා
ES-B,si,බාර්සිලෝනා [බාර්සිලෝනා]
ES-BA,si,බඩාජෝස්
ES-BI,si,බිස්කායියා
ES-BU,si,බර්ගෝස්
ES-C,si,\N
ES-CA,si,කැඩිස්
ES-CB,si,කැන්ටබ්රියා
ES-CC,si,කැසෙරස්
ES-CE,si,සියුටා
ES-CL,si,කැස්ටිලා සහ ලියොන්
ES-CM,si,කැස්ටිලා-ලා මන්චා
ES-CN,si,කැනරි දූපත්
ES-CO,si,කොර්ඩෝබා
ES-CR,si,සියුඩාඩ් රියල්
ES-CS,si,කැස්ටෙලෝන්
ES-CT,si,කැටලෝනියා
ES-CU,si,කුවෙන්කා
ES-EX,si,එක්ස්ට් රෙමැඩූරා
ES-GA,si,ගැලීසියා
ES-GC,si,ලාස් පල්මාස්
ES-GI,si,ගිරෝන [ගෙරෝන]
ES-GR,si,ග්රනාඩා
ES-GU,si,ගුදලජාරා
ES-H,si,හුයෙල්වා
ES-HU,si,හියුස්කා
ES-IB,si,චොමුනිටට් ඖටෝනොම දේ ලෙස ඉල්ලෙස් බලේඅර්ස්
ES-J,si,ජේන්
ES-L,si,\N
ES-LE,si,ලියොන්
ES-LO,si,ලා රියෝජා
ES-LU,si,ලුගෝ [ලුගෝ]
ES-M,si,මැඩ්රිඩ්
ES-MA,si,මලගා
ES-MC,si,මුරිකා කලාපය
ES-MD,si,චොමුනිදඩ් දේ මැඩ්රිඩ්
ES-ML,si,මෙලිල්ලා
ES-MU,si,මුර්සියා
ES-NA,si,නවරා
ES-NC,si,නවරේ
ES-O,si,ඇස්ටූරියස්
ES-OR,si,ඔඋරෙන්සේ [ඔරෙන්සේ]
ES-P,si,පැලෙන්සියා
ES-PM,si,ඉලෙස් බැලෙයර්ස් [ඉස්ලස් බැලෙයර්ස්]
ES-PO,si,පොන්ටෙවෙද්රා [පොන්ටෙවෙද්රා]
ES-PV,si,යුස්කල් ඔටෝනොමියා එර්කිඩෙගෝවා
ES-RI,si,ලා රයෝජා
ES-S,si,කැන්ටබ්‍රියා
ES-SA,si,සලාමන්කා
ES-SE,si,සෙවිලා
ES-SG,si,සෙගෝවියා
ES-SO,si,සෝරියා
ES-SS,si,ගිපුස්කෝවා
ES-T,si,ටර්රගොන [ටර්රගොන]
ES-TE,si,ටෙරුයෙල්
ES-TF,si,සැන්ටා ක් රස් ද ටෙනරීෆ්
ES-TO,si,ටොලිඩෝ
ES-V,si,වැලෙන්සියාව
ES-VA,si,වැල්ලඩොලිඩ්
ES-VC,si,චොමුනිටට් අලෙන්කිංඅ
ES-VI,si,ඇලවා
ES-Z,si,සරාගෝසා
ES-ZA,si,සැමෝරා
