key,language_key,name
TH-10,kl,Bangkok
TH-11,kl,Changwat Samut Prakan
TH-12,kl,Changwat Nonthaburi
TH-13,kl,pthumthani
TH-14,kl,Phra Nakhon Si Ayutthaya
TH-15,kl,Ang-string-imik allanngortitsineq
TH-16,kl,Changwat Lop Buri
TH-17,kl,Changwat Sing Buri
TH-18,kl,Changwat Chai Nat
TH-19,kl,sraburi
TH-20,kl,Changwat Chon Buri
TH-21,kl,Changwat Rayong
TH-22,kl,canthburi
TH-23,kl,Changwat Trat
TH-24,kl,Changwat Chachoengsao
TH-25,kl,pracinburi
TH-26,kl,Changwat Nakhon Nayok
TH-27,kl,Changwat Sa Kaeo
TH-30,kl,Changwat Nakhon Ratchasima
TH-31,kl,buriramy
TH-32,kl,Changwat Surin
TH-33,kl,Changwat Si Sa Ket
TH-34,kl,Changwat Ubon Ratchathani
TH-35,kl,Changwat Yasothon
TH-36,kl,Changwat Chaiyaphum
TH-37,kl,Changwat Amnat Charoen
TH-38,kl,Changwat Bueng Kan
TH-39,kl,Changwat Nong Bua Lamphu
TH-40,kl,Changwat Khon Kaen
TH-41,kl,Changwat Udon Thani
TH-42,kl,Changwat Loei
TH-43,kl,Changwat Nong Khai
TH-44,kl,mhasarkham
TH-45,kl,Changwat Roi il.il
TH-46,kl,Changwat kalasin
TH-47,kl,Changwat Sakon Nakhon
TH-48,kl,Changwat Nakhon Phanom
TH-49,kl,mukdahar
TH-50,kl,Changwat Chiang Mai
TH-51,kl,laphun
TH-52,kl,lapang
TH-53,kl,Changwat Uttaradit
TH-54,kl,Changwat phrae
TH-55,kl,nan
TH-56,kl,Changwat Phayao
TH-57,kl,Changwat Chiang Rai
TH-58,kl,Changwat Mae Hong Erneq
TH-60,kl,Changwat Nakhon Sawan
TH-61,kl,Changwat Uthai Thani
TH-62,kl,Changwat Kamphaeng Phet
TH-63,kl,tak
TH-64,kl,Changwat Sukhothai
TH-65,kl,phis'nulok
TH-66,kl,Changwat Phichit
TH-67,kl,Changwat Phetchabun
TH-70,kl,Changwat Ratchaburi
TH-71,kl,Changwat Kanchanaburimi
TH-72,kl,Changwat Suphan Buri
TH-73,kl,Changwat Nakhon Pathom
TH-74,kl,Changwat Samut Sakhon
TH-75,kl,Changwat Samut Songkhram
TH-76,kl,Changwat Phetchaburi
TH-77,kl,Changwat Prachuap Khiri Khan
TH-80,kl,Changwat Nakhon Si Thammarat
TH-81,kl,krabi
TH-82,kl,phangnga
TH-83,kl,phuket
TH-84,kl,Changwat Surat Thani
TH-85,kl,Changwat Ranong
TH-86,kl,Changwat Chumphon
TH-90,kl,sngkhla
TH-91,kl,Changwat Satun
TH-92,kl,trang
TH-93,kl,phathlung
TH-94,kl,pattani
TH-95,kl,yala
TH-96,kl,Changwat Narathiwat
TH-S,kl,Phatthaya
