key,language_key,name
IE-C,fo,Connacht
IE-CE,fo,Klára
IE-CN,fo,Hávan
IE-CO,fo,Kork
IE-CW,fo,Carlow
IE-D,fo,Dublin
IE-DL,fo,Donegal
IE-G,fo,Galway
IE-KE,fo,Kildar
IE-KK,fo,Kilkenny
IE-KY,fo,Kerry
IE-L,fo,Leinster
IE-LD,fo,Longford
IE-LH,fo,Louth
IE-LK,fo,Limerik
IE-LM,fo,Leitrím
IE-LS,fo,Laois
IE-M,fo,Munster
IE-MH,fo,Meath
IE-MN,fo,Monagan
IE-MO,fo,mai
IE-OY,fo,Offaly
IE-RN,fo,Roskommon
IE-SO,fo,Sligo
IE-TA,fo,Tipperary
IE-U,fo,Ulster
IE-WD,fo,Vatnford
IE-WH,fo,\N
IE-WW,fo,Wiklow
IE-WX,fo,Wexford
