key,language_key,name
DO-01,tg,Миллӣ
DO-02,tg,Вилояти Азуа
DO-03,tg,Вилояти Баоруко
DO-04,tg,Вилояти Бараҳона
DO-05,tg,Вилояти Даҷабон
DO-06,tg,Вилояти Дуарте
DO-07,tg,Вилояти Элиас Пиня
DO-08,tg,Вилояти Эл Сейбо
DO-09,tg,Вилояти Эспаиллат
DO-10,tg,Истиқлол
DO-11,tg,Вилояти Ла Алтаграчиа
DO-12,tg,Вилояти Ла Романа
DO-13,tg,Вилояти Ла Вега
DO-14,tg,Вилояти Мариа Тринидад Санчез
DO-15,tg,Вилояти Монте Кристи
DO-16,tg,Вилояти Педерналес
DO-17,tg,Вилояти Перавиа
DO-18,tg,Вилояти Пуэрто Плата
DO-19,tg,Вилояти Салчедо
DO-20,tg,Вилояти Самана
DO-21,tg,Вилояти Сан Кристобал
DO-22,tg,Вилояти Сан Хуан
DO-23,tg,Вилояти Сан Педро де Макорис
DO-24,tg,Вилояти Санчез Рамирез
DO-25,tg,Вилояти Сантиаго
DO-26,tg,Вилояти Сантиаго Родригез
DO-27,tg,Вилояти Валверде
DO-28,tg,Вилояти Монсенёр Ноуел
DO-29,tg,Вилояти Монте Плата
DO-30,tg,Вилояти Ҳато Маёр
DO-31,tg,Вилояти Сан Хосе де Окоа
DO-32,tg,Вилояти Санто Доминго
DO-33,tg,Сибао Нордесте
DO-34,tg,Чибао Нороэсте
DO-35,tg,Сибао Норте
DO-36,tg,Сибао Сур
DO-37,tg,Эл Валле
DO-38,tg,Энрикилло
DO-39,tg,Игуамо
DO-40,tg,Озама
DO-41,tg,Валдесиа
DO-42,tg,Юма
