key,language_key,name
MD-AN,mt,Anenii Noi
MD-BA,mt,Bălţi
MD-BD,mt,Bender
MD-BR,mt,Briċeni
MD-BS,mt,Basarabeasta
MD-CA,mt,Rajonul Cahul
MD-CL,mt,Raionul Calarasi
MD-CM,mt,Ċimislia
MD-CR,mt,Criuleni
MD-CS,mt,Raionul Causeni
MD-CT,mt,Ċantemir
MD-CU,mt,Municipiul Chisinau
MD-DO,mt,Donduseni
MD-DR,mt,Raionul Drochia
MD-DU,mt,Rajonul Dubasari
MD-ED,mt,Raionul Edinet
MD-FA,mt,Fħalesti
MD-FL,mt,Floresti
MD-GA,mt,Gagauzia
MD-GL,mt,Glodeni
MD-HI,mt,Hincesti
MD-IA,mt,Ialoveni
MD-LE,mt,Leova
MD-NI,mt,Nisporeni
MD-OC,mt,Raionul Ocnita
MD-OR,mt,Orhei
MD-RE,mt,Reżina
MD-RI,mt,Riscani
MD-SD,mt,Soldanesti
MD-SI,mt,Singerei
MD-SN,mt,Unitajiet Amministrattivi-Territorjali tax-Xatt tax-Xellug tad-Dniester
MD-SO,mt,Raionul Soroca
MD-ST,mt,Raionul Straseni
MD-SV,mt,Rajonul Stefan Voda
MD-TA,mt,Taraclia
MD-TE,mt,Telenesti
MD-UN,mt,Raionul Ungheni
