key,language_key,name
CZ-10,sq,Hlavni mesto Praha
CZ-20,sq,Stredocesky kraj
CZ-201,sq,Benešov
CZ-202,sq,Beroun
CZ-203,sq,Kladno
CZ-204,sq,Kolín
CZ-205,sq,Kutná Hora
CZ-206,sq,Mělník
CZ-207,sq,Mladá Boleslav
CZ-208,sq,Nymburk
CZ-209,sq,Praha-východ
CZ-20A,sq,Praha-zapad
CZ-20B,sq,Příbram
CZ-20C,sq,Rakovník
CZ-31,sq,Jihocesky
CZ-311,sq,Çeske Budejovice
CZ-312,sq,Çeský Krumlov
CZ-313,sq,Jindřichův Hradec
CZ-314,sq,Písek
CZ-315,sq,Prachatice
CZ-316,sq,Strakonice
CZ-317,sq,Tabor
CZ-32,sq,Plzensky Kraj
CZ-321,sq,Domazlice
CZ-322,sq,Klatovy
CZ-323,sq,Plzen-mesto
CZ-324,sq,Plzen-jih
CZ-325,sq,Plzen-sever
CZ-326,sq,Rokycany
CZ-327,sq,Tachov
CZ-41,sq,Karlovarsky
CZ-411,sq,Cheb
CZ-412,sq,Karlovy Vary
CZ-413,sq,Sokolov
CZ-42,sq,Ustecky
CZ-421,sq,Deçin
CZ-422,sq,Çomutov
CZ-423,sq,Litoměřice
CZ-424,sq,Louny
CZ-425,sq,Shumica
CZ-426,sq,Teplice
CZ-427,sq,Usti nad Labem
CZ-51,sq,Liberecky
CZ-511,sq,Çeská Lipa
CZ-512,sq,Jablonec nad Nisou
CZ-513,sq,Liberec
CZ-514,sq,Semily
CZ-52,sq,Kralovehradecky
CZ-521,sq,Hradec Kralové
CZ-522,sq,Jiçin
CZ-523,sq,Nachod
CZ-524,sq,Rychnov nad Knězhnou
CZ-525,sq,Trutnov
CZ-53,sq,Pardubicky
CZ-531,sq,Chrudim
CZ-532,sq,Pardubice
CZ-533,sq,Svitavy
CZ-534,sq,Usti nad Orlici
CZ-63,sq,Vysocina
CZ-631,sq,Havlíçkův Brod
CZ-632,sq,Jihlava
CZ-633,sq,Pelhrimov
CZ-634,sq,Třebíç
CZ-635,sq,Zdár nad Sázavou
CZ-64,sq,Jihomoravsky
CZ-641,sq,Blansko
CZ-642,sq,Brno-mesto
CZ-643,sq,Brno-venkov
CZ-644,sq,Břeclav
CZ-645,sq,Hodonin
CZ-646,sq,Vyshkov
CZ-647,sq,Znojmo
CZ-71,sq,Olomoucky
CZ-711,sq,Jeseník
CZ-712,sq,Olomouc
CZ-713,sq,Prostejov
CZ-714,sq,Přerov
CZ-715,sq,Šumperk
CZ-72,sq,Zlinsky
CZ-721,sq,Kromeriz
CZ-722,sq,Uherske Hradishte
CZ-723,sq,Vsetín
CZ-724,sq,Zlin
CZ-80,sq,Moravskoslezsky
CZ-801,sq,Bruntál
CZ-802,sq,Frýdek-Místek
CZ-803,sq,Karviná
CZ-804,sq,Nový Jiçin
CZ-805,sq,Opava
CZ-806,sq,Ostrava-mesto
