key,language_key,name
BF-01,th,โบุจเลดุโมุโกุน
BF-02,th,จะซจะเดซ
BF-03,th,เจนตเร
BF-04,th,เซ็นเตอร์-เอสต์
BF-05,th,เจนตเร-โนรด
BF-06,th,เจนตเร-โเุซต
BF-07,th,เจนตเร-ซุด
BF-08,th,\N
BF-09,th,กะุตซ-บะซซินซ
BF-10,th,นอร์ด
BF-11,th,ปละเตะุ-เจนตระล
BF-12,th,ซาเฮล
BF-13,th,ซุด-โเุซต
BF-BAL,th,บาเล่
BF-BAM,th,แบม
BF-BAN,th,บันวา
BF-BAZ,th,\N
BF-BGR,th,บูกูริบา
BF-BLG,th,บูลกู
BF-BLK,th,บูลเกียมเด
BF-COM,th,โคโมเอ
BF-GAN,th,กันซูร์กู
BF-GNA,th,\N
BF-GOU,th,กูร์ม่า
BF-HOU,th,ฮูเอต์
BF-IOB,th,ไอโอบา
BF-KAD,th,คาดิโอโก
BF-KEN,th,เคเนดูกู
BF-KMD,th,โคมงจาริ
BF-KMP,th,คอมเปียงกา
BF-KOP,th,คูลเปโลโก
BF-KOS,th,คอสซี
BF-KOT,th,คูริเทนก้า
BF-KOW,th,คอร์เวโอโก
BF-LER,th,เลราบา
BF-LOR,th,ลอรูม
BF-MOU,th,มูฮูน
BF-NAM,th,นาเมนเตงกา
BF-NAO,th,นาฮูรี
BF-NAY,th,นายาล่า
BF-NOU,th,นูมเบียล
BF-OUB,th,อูบริเทนกา
BF-OUD,th,อูดาลัน
BF-PAS,th,ปาสโซเร่
BF-PON,th,โปนี
BF-SEN,th,เซโน
BF-SIS,th,ซิสซิลี
BF-SMT,th,ซานมาเตงกา
BF-SNG,th,\N
BF-SOM,th,โซม
BF-SOR,th,ซูรู
BF-TAP,th,ทาโปอา
BF-TUI,th,ตุ่ย
BF-YAG,th,ยากา
BF-YAT,th,ยาเตงกา
BF-ZIR,th,ซีโร่
BF-ZON,th,ซอนโดมา
BF-ZOU,th,\N
