key,language_key,name
IT-21,ru,Пьемонт
IT-23,ru,Валле-д’Аоста
IT-25,ru,Ломбардия
IT-32,ru,Больцано
IT-34,ru,Венеция
IT-36,ru,Фриули-Венеция-Джулия
IT-42,ru,Лигурия
IT-45,ru,Эмилия-Романья
IT-52,ru,Тоскана
IT-55,ru,Умбрия
IT-57,ru,Марке
IT-62,ru,Лацио
IT-65,ru,Абруццо
IT-67,ru,Молизе
IT-72,ru,Кампания
IT-75,ru,Апулия
IT-77,ru,Базиликата
IT-78,ru,Калабрия
IT-82,ru,Сицилия
IT-88,ru,Сардиния
IT-AG,ru,Агригенто
IT-AL,ru,Алессандрия
IT-AN,ru,Анкона
IT-AP,ru,Асколи-Пичено
IT-AQ,ru,Л'Акуила
IT-AR,ru,Ареццо
IT-AT,ru,Асти
IT-AV,ru,Авеллино
IT-BA,ru,Бари
IT-BG,ru,Бергамо
IT-BI,ru,Биелла
IT-BL,ru,Беллуно
IT-BN,ru,Беневенто
IT-BO,ru,Бологна
IT-BR,ru,Бриндиси
IT-BS,ru,Брешия
IT-BT,ru,Барлетта-Андрия-Трани
IT-BZ,ru,Больцано
IT-CA,ru,Кальяри
IT-CB,ru,Кампобассо
IT-CE,ru,Казерта
IT-CH,ru,Чиети
IT-CL,ru,Калтаниссетта
IT-CN,ru,Кунео
IT-CO,ru,Комо
IT-CR,ru,Кремона
IT-CS,ru,Козенца
IT-CT,ru,Катания
IT-CZ,ru,Катандзаро
IT-EN,ru,Энна
IT-FC,ru,Форли-Чезена
IT-FE,ru,Феррара
IT-FG,ru,Фоггия
IT-FI,ru,Фиренце
IT-FM,ru,Фермо
IT-FR,ru,Фросиноне
IT-GE,ru,Генова
IT-GO,ru,Горизия
IT-GR,ru,Гроссето
IT-IM,ru,Империя
IT-IS,ru,Исерния
IT-KR,ru,Кротоне
IT-LC,ru,Лекко
IT-LE,ru,Лечче
IT-LI,ru,Ливорно
IT-LO,ru,Лоди
IT-LT,ru,Латина
IT-LU,ru,Лукка
IT-MB,ru,Монза е Брианца
IT-MC,ru,Мацерата
IT-ME,ru,Мессина
IT-MI,ru,Милано
IT-MN,ru,Мантова
IT-MO,ru,Модена
IT-MS,ru,Масса-Каррара
IT-MT,ru,Матера
IT-NA,ru,Наполи
IT-NO,ru,Новара
IT-NU,ru,Нуоро
IT-OR,ru,Ористано
IT-PA,ru,Палермо
IT-PC,ru,Пьяченца
IT-PD,ru,Падова
IT-PE,ru,Пескара
IT-PG,ru,Перужия
IT-PI,ru,Писа
IT-PN,ru,Порденон
IT-PO,ru,Прато
IT-PR,ru,Парма
IT-PT,ru,Пистойа
IT-PU,ru,Песаро е Урбино
IT-PV,ru,Павия
IT-PZ,ru,Потенца
IT-RA,ru,Равенна
IT-RC,ru,Реггио Калабрия
IT-RE,ru,Реггио Эмилия
IT-RG,ru,Рагуса
IT-RI,ru,Риети
IT-RM,ru,Рома
IT-RN,ru,Римини
IT-RO,ru,Ровиго
IT-SA,ru,Салерно
IT-SI,ru,Сиена
IT-SO,ru,Сондрио
IT-SP,ru,Ла Специя
IT-SR,ru,Сиракузы
IT-SS,ru,Сассари
IT-SU,ru,Суд Сардежна
IT-SV,ru,Савона
IT-TA,ru,Таранто
IT-TE,ru,Терамо
IT-TN,ru,Тренто
IT-TO,ru,Торино
IT-TP,ru,Трапани
IT-TR,ru,Терни
IT-TS,ru,Триесте
IT-TV,ru,Трэвисо
IT-UD,ru,Удине
IT-VA,ru,Варесе
IT-VB,ru,Вербано-Цусио-Оссола
IT-VC,ru,Верчелли
IT-VE,ru,Венеция
IT-VI,ru,Виченца
IT-VR,ru,Верона
IT-VT,ru,Витербо
IT-VV,ru,Вибо Валентия
