key,language_key,name
AR-A,ht,\N
AR-B,ht,Buenos Aires
AR-C,ht,Ciudad Autonoma de Buenos Aires
AR-D,ht,Pwovens San Luis
AR-E,ht,Pwovens Entre Rios
AR-F,ht,Pwovens La Rioja
AR-G,ht,Santiago del Estero pwovens
AR-H,ht,Pwovens Chaco
AR-J,ht,Pwovens San Juan
AR-K,ht,Pwovens Catamarca
AR-L,ht,Pwovens La Pampa
AR-M,ht,Mendoza pwovens
AR-N,ht,Pwovens Misiones
AR-P,ht,Pwovens Formosa
AR-Q,ht,Pwovens Neuquen
AR-R,ht,Pwovens Rio Negro
AR-S,ht,Pwovens Santa Fe
AR-T,ht,Pwovens Tucuman
AR-U,ht,Pwovens Chubut
AR-V,ht,Pwovens Tierra del Fuego
AR-W,ht,Pwovens Corrientes
AR-X,ht,Pwovens Cordoba
AR-Y,ht,Pwovens Jujuy
AR-Z,ht,Santa Cruz pwovens
